"","Date","Time","Location","Operator","Type","Aboard","Fatalities","Ground","Summary","death_ratio"
"3464",1984-06-04,"","Windsor Locks, Connecticut","Air Continental","Learjet 23A",3,3,0,"According to witnesses, the aircraft made a normal approach to Rwy 33 with no apparent abnormalities. However, when it was about 200 ft over the approach lights, they heard an increase in the engine thrust & the aircraft's descent stopped. Two witnesses thought the aircrew initiated a go-around. Immediately thereafter, the aircraft began an apparent level turn to the right. As it turned thru about 90 deg of turn, the bank angle had increased to nearly 90 deg, the aircraft's nose dropped & the plane crashed in a nose low attitude & burned. Malfunction of spoiler system for reasons undetermined.",1
"3465",1984-06-19,"2:55","Island Beach, New Jersey","Air Taxi - Raco Helicopters Corp.","Aerospeciale AS-350D",3,3,0,"The on-demand air taxi flight departed for garden city with one passenger. The reported weather at the approximate time of the accident indicated low clouds, thunderstorm activity including rain and lighting. One witness stated that he observed the helicopter flying at an altitude of approximately 60 to 80 feet above the water. The helicopter wreckage was found the next day on the beach. Continued VFR flight into IMC. Improper altitude.",1
"3466",1984-06-28,"","Near Sao Pedro d' Aldeia, Brazil","TAM Lineas A’©reas Regional","Embraer 110C Bandeirante",18,18,0,"The aircraft flew into heavy rain and a cloud shrouded hill after the pilot abandoned IFR and descended VFR. The plane was carrying journalists.",1
"3467",1984-07-01,"11:34","Port Hardy, British Columbia, Canada","Coval Air","Beechcraft 18",9,9,0,"While attempting to take off, gained 100 feet in altitude then nosed into the end of the runway tarmaand burned. Chartered by Painter's Lodge fishing resort.",1
"3468",1984-07-11,"","Off Buenavista, Philippines","Military - Philippine Air Force","Bell UH-1H",30,30,0,"Crashed into the PacifiOcean off the coast of Marinduque Island.",1
"3469",1984-07-12,"","Sigonella AFB, Italy","Military - U.S. Air Force","Lockheed C-141B",9,9,0,"Failure of the No. 4 engine caused the No. 3 engine to failue due to debris. Debris also started a fire in the cargo hatch. The crew was overcome by smoke and cyanide, lost control and crashed.",1
"3470",1984-07-21,"9:20","Ouzinkie, Alaska","Air Taxi","Grumman G-21A",4,4,0,"The aircraft collided with the waters of the narrow strait, northwest of Monashka Bay. Witnesses reported the weather was IFR in the area at the time. The aircraft was not equipped for instrument flight nor was the pilot current with FARS to conduct IFR operations. Continued VFR flight into IMC.",1
"3471",1984-07-21,"13:40","Tau Island, American Samoa","South PacifiIsland Airways","de Havilland Canada DHC-6 Twin Otter 300",14,1,0,"While turning from its base leg onto the final approach the fight controls suddenly collapsed and the nose of the plane pitched up. The pilot attempted to maintain control  of the aircraft by using the throttle and flap controls but it collided with a vehicle and terminal building.  A rusted elevator control cable broke. Improper maintenance  procedures. Total failure of the elevator control due to corrosion.",0.0714285714285714
"3472",1984-07-25,"7:30","Anchorage, Alaska","Air Taxi","Cessna 401",5,5,0,"Disappeared en route. Aircraft and occupants never found. Reasons undetermined.",1
"3473",1984-08-02,"8:05","Vieques, Puerto Rico","Vieques Air Link","Britten-Norman BN-2A Islander",9,9,0,"Banked to the left shortly after taking off and crashed into the ocean. Aircraft overloaded and improperly loaded. Inexperienced pilot. Water contamination of fuel.",1
"3474",1984-08-05,"","Dacca, Bangladesh","Bangladesh Biman","Fokker F-27 Friendship 600",49,49,0,"Crashed in the water, 1,800 ft. short of the runway on a second landing attempt after a go-around on a VOR approach.",1
"3475",1984-08-05,"","Nawabshah, Pakistan","Aeroflot","Antonov AN-12BP",24,24,0,"The plane flew into severe weather and hail penetrated the oil radiatiors. Power was lost in all four engines and load limits were exceeded during an emergency descent. The plane broke up and crashed.",1
"3476",1984-08-08,"","Machakos, Kenya","Pioneer Airlines","Cessna 402A",9,9,0,"",1
"3477",1984-08-11,"1:00","Near Memphis, Tennessee","Aviation Enterprises","Douglas DC-3",3,3,0,"During takeoff the crew lost the No. 1 engine. The plane struck utility poles and crashed through the roof of a building. Missing spark plug from the No. 1 engine in the No. 14 cylinder.",1
"3478",1984-08-15,"","Near Wamena, Indonesia","Airfast Indonesia","Douglas C-47A",3,2,0,"Crashed into a mountain while en route.",0.666666666666667
"3479",1984-12-11,"19:32","Pontiac, Michigan","Air Taxi - Richards Aviation Inc.","Piper PA-31",2,2,0,"The aircraft departed the airport with one dry air pump inoperative and the other pump reading low. Aircraft control was lost during an instrument approach in IMC. Operation with known deficiencies in equipment. Flight/Nav instruments disabled. Emergency procedures not followed.",1
"3480",1984-08-24,"11:18","San Luis Obispo, California","Wings West Airlines / Private","Beechcraft C99 / Rockwell 112TC",17,17,0,"A head-on midair collision occurred at 3, 400 ft. near San Luis Obispo Airport . The Beech was climbing and the Rockwell was descending. Two aboard the Rockwell aircraft were killed along with 15 aboard the Beech.  Failure of the pilots of both aircraft to follow the recommended communications and traffiadvisory practices for uncontrolled airports in alerting each other to their presence. Underlying the accident were the physiological limitations of human vision and reaction time.",1
"3481",1984-08-30,"","Douala, Cameroon","Cameroon Airlines","Boeing B-737-2H7C",116,2,0,"When taxing tin preperation to takeoff, a compressor disin the No.2 engine failed. Debris punctured the wing and fuel tank causing an uncontrollable fire that destroyed the aircraft.",0.0172413793103448
"3482",1984-09-06,"","Mt. Musaka, Papua, New Guinea","Talair","Britten-Norman BN-2A-20 Islander",11,9,0,"Crashed into Mt. Musaka.",0.818181818181818
"3483",1984-09-07,"21:10","Near Naples, Florida","Provincetown - Boston Airlines","Cessna 402C",6,1,0,"Lost both engines while taking off and crashed  wheels up in a field. Fueled with jet fuel by accident.",0.166666666666667
"3484",1984-09-11,"","Near the Kwango River, Zaire","MMM Aero Services","Handley Page Dart Herald 202",30,30,0,"",1
"3485",1984-09-16,"","Opole, Poland","APRL","Antonov An-2T",26,11,0,"Crashed during takeoff. Overloaded",0.423076923076923
"3486",1984-09-18,"11:04","Quito, Ecuador","AECA Cargo","McDonnell Douglas DC-8F-55",4,4,49,"While taking off, the cargo plane was unable to gain altitude and crashed into buildings at the end of the runway. Improper calculation of center of gravity, load distribution and maximum takeoff weight for existing runway and weather conditions.",1
"3487",1984-09-21,"","Near Sarakchar, Afghanistan","Military - Russian Air Force","Antonov AN-12",50,50,0,"Shot down by Afghan rebels.",1
"3488",1984-09-26,"11:55","near Orillia, Ontario, Canada","Air Niagara","Cessna 500 Citation I",2,2,0,"While on VFR training the aircraft was 200 feet over the runway when it suddenly rolled inverted and struck the ground.",1
"3489",1984-10-02,"8:15","Ausin, Nevada","Air Taxi - Desert Flying Service","Cessna R182",3,3,0,"Deteriorating weather (fog) was encountered as the pilot followed a highway to his destination on an easterly heading. On scene evidence indicated that the aircraft impacted left wing tip first on a northerly heading near the east end of a box canyon. Flight into adverse weather. Air speed not maintained.",1
"3490",1984-10-09,"","Fort Franklin, Canada","Nahanni Air Services","de Havilland Canada DHC-6 Twin Otter 100",7,7,0,"Struck a tower while on approach in fog.  Weather was below VFR minima and not reported to the pilot because of a lack of observation and communications facilities at Fort Franklin. The decision of the pilot to continue the approach in fog.",1
"3491",1984-10-11,"5:40","Near Omsk, Russia","Aeroflot","Tupolev TU-154B",179,174,4,"While landing, the crew noticed something on the runway, took evasive action and crashed into two cleaning vehicles. The flying control officer (ATC)  fell asleep and did not inform the controllers cleaning vehicles were on the runway.",0.972067039106145
"3492",1984-10-11,"17:37","Goose Bay, Newfoundland, Canada","Labradore Airways","de Havilland Canada DHC-6 Twin Otter 100",4,4,0,"The air ambulance struck a mountain in near zero visibility and snow bounced twice and came to rest in a canyon. The VFR flight was attempted in mountainous terrain in marginal weather conditions. The aircraft was flown at an altitude which did not provide terrain clearance and the aircraft struck amountain for undetermined reasons.",1
"3493",1984-10-27,"","Near Kabul, Afghanistan","Mililtary - Soviet Air Force","Ilyushin IL-76M",20,20,0,"Shot down by enemy fire.",1
"3494",1984-10-28,"","Near Kabul, Afghanistan","Military - Russian Air Force","Antonov AN-22",240,240,0,"Shot down by Afghan rebels shortly after taking off. Worst single military aircraft disaster in history.",1
"3495",1984-10-31,"","Off Davao, Philippines","Village Airways","Douglas C-47B",4,4,0,"The cargo plane went missing in the PacifiOcean while en route.",1
"3496",1984-11-19,"","Inverness, England","Euroair","Embraer 110P1 Bandeirante",1,1,0,"Crashed into a 1,600 ft. hill after taking off from Inverness.",1
"3497",1984-11-20,"","Loja, Peru","TAME","de Havilland Canada DHC-6 Twin Otter 300",14,14,0,"Crashed into high terrain.",1
"3498",1984-12-04,"","Near Kostroma, USSR","Aeroflot","LET 410 M",10,10,0,"",1
"3499",1984-12-06,"18:14","Jacksonville, Florida","Provincetown - Boston Airlines","Embraer 110P1 Bandeirante",13,13,0,"After taking off, the aircraft went into a steep dive, crashed and burned 7,800 ft. beyond the departure end of the runway. Malfunction of the elevator control system or elevator trim system. The reaction of the flight crew to correct the pitch control problem overstressed the left elevator control rod, which resulted in asymmetrical elevator deflection and overstress failure of the horizontal stabilizer attachment structure.",1
"3500",1986-03-22,"","Jammuin, India","Military - Indian Air Force","Antonov An-32",19,19,0,"",1
"3501",1984-12-17,"23:00","Bainbridge, New York","Air Taxi - Delaware Aviation LLC","PA-23-250",4,4,0,"VFR conditions prevailed when the fight departed. The destination was reported as clear until just prior to the estimated time of arrival, then fog began to form. Witnesses who heard the aircraft, just prior to the accident, reported heavy fog. After making an approach to Rwy 7, the aircraft turned to a heading of about 220 deg, then collided with trees on a wooded hill, .85 mi north of the airport. Continued VFR flight into adverse weather conditions.",1
"3502",1984-12-19,"14:00","Near Jaen, Peru","Fuerza A’©rea del Peru","de Havilland Canada DHC-6 Twin Otter 300",21,21,0,"Crashed in flames, two minutes after taking off from a military base.",1
"3503",1984-12-22,"","Near Bhojpur, Nepal","Royal Nepal Airlines","de Havilland Canada DHC-6 Twin Otter 300",23,15,0,"Crashed into mountain in poor weather off the intended course.",0.652173913043478
"3504",1984-12-23,"18:10","Near Kranoyarsk, Russia","Aeroflot","Tupolev TU-154B-2",110,110,0,"The aircraft crashed while attempting an emergency landing after the No. 3 engine caught fire. Failure of a  compressor.",1
"3505",1985-01-01,"20:30","Near La Paz, Bolivia","Eastern Air Lines","Boeing B-727-225 Adv",29,29,0,"The aircraft hit Mt. Illimani at an altitude of 19,600 feet after being cleared to descend during an approach to La Paz. The crew did not follow the prescribed airway. Navigation error. Controlled flight into terrain.",1
"3506",1985-01-09,"7:00","Kansas City, Kansas","TPI International Airways","Lockheed L-188AF Electra",3,3,0,"The cargo plane executed a missed approach because it was too high. The copilot mistakenly lined up with nearby Fairfax Airport to land. The captain took over and entered a steep climb for a go-around. The plane stalled and entered a dive and crashed into a water treatment plant. Improper IFR procedure. Airspeed not maintained which led to an inadvertent stall.",1
"3507",1985-01-18,"","Jinan, China","CAAC","Antonov AN-24B",41,38,0,"Crashed after overshooting the runway in rain and fog.",0.926829268292683
"3508",1985-01-19,"8:22","Havana, Cuba","Cubana de Aviacion","Ilyushin IL-18D",38,38,0,"The airliner crashed after takeoff. Failure of the artificial horizon and obstruction of aileron control due to shifted cargo.",1
"3509",1985-01-20,"23:15","Carson, New Mexico","Air Taxi","Bell 206 L-1",3,3,0,"The helicopter crashed in open terrain during a turn to reverse direction. Witnesses stated the aircraft was heading north and was on a converging course with high tension lines that were about 80 to 100 ft high and the belly counted spotlight was illuminated when it passed overhead. The helicopter impacted snow covered terrain in a steep descending bank to the right at a high rate of speed on a southerly heading. The power lines showed no evidence of having been struck. Pilot did not maintain directional control.",1
"3510",1985-01-21,"1:04","Reno, Nevada","Galaxy Airlines","Lockheed L-188A Electra",71,70,0,"The aircraft crashed while returning to the airport after reporting severe vibrations. While attempting to land, the aircraft crashed into a  field, bounced and slid into mobile homes. A ground handler forgot to close an air start access door. The crew's failure to control and monitor the flight path and air speed of the aircraft after detecting the vibration.",0.985915492957746
"3511",1985-01-22,"9:35","Off Puerto Castilla, Honduras","Military - U.S. Air Force","Lockheed C-130A",21,21,0,"Crashed into the Caribbean sea, 8 miles northwest of the airport where it was scheduled to land.",1
"3512",1985-01-23,"10:35","Near Buga, Colombia","AIRES Colombia","Embraer 110P1 Bandeirante",17,17,0,"The aircraft crashed into a mountain at 8,500 ft. while descending to land at Buga. Continued VFR flight into deteriorating weather conditions.",1
"3513",1985-01-23,"10:35","Cerro el Plateado, Colombia","Aerolineas Centrales de Colombia","de Havilland Canada DHC-6 Twin Otter 300",23,23,0,"Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR.",1
"3514",1985-02-01,"20:25","Whitefield, New Hampshire","Air Taxi - Air Trends Inc.","Piper PA-31-350",5,4,0,"The aircraft crashed after executing a missed approach at Whitefield during IMC weather. The aircraft was seen at 300-400 ft agl during some part of the maneuvering near the airport. The aircraft seemed to be heading for the airport when last seen by ground observers. Fuel starvation. Fuel tank selector in wrong position.",0.8
"3515",1985-02-01,"","Minsk, Belarus, USSR","Aeroflot","Tupolev TU-134A",80,58,0,"The aircraft crashed shortly after taking off from Minsk. Icing. Double engine failure.",0.725
"3516",1985-02-04,"19:51","Soldotna, Alaska","North PacifiAirlines","Beech Queen Air 65-A80",9,9,0,"Crashed into trees while attempting a go-around in poor weather. Improper minimum descent atlitiude and missed approach. Improper inflight decision. Improper missed approach. Minimum descent altitude not maintained.",1
"3517",1985-02-06,"943","Altus, Oklahoma","Air Taxi - Oklahoma Airways Inc.","Cessna 402B",2,2,0,"A witness saw smoke & fire trailing from the vicinity of the l eng. He stated that the aircraft's nose came up, the plane rolled to the left, then it entered a steep, nose down, inverted attitude just before it crashed & burned. Total failure of the exhaust manifold system. Inadequate inspection/maintenance.",1
"3518",1989-10-18,"","Nasosny, Russia","Military - Russian Air Force","Ilyushin IL-76MD",57,57,0,"Crashed into the Caspian sea after reporting an engine fire.",1
"3519",1985-02-09,"12:48","Central Point, Oregon","Air Taxi - Mercy Flights Inc.","Gulfstream AC-680F",4,4,0,"The pilot reported loss of power in both engines. Witness saw the aircraft gilding wings level towards the runway when a loud rev was heard. The aircraft then pitched up and rolled left to an inverted position before ground contact and explosion. Misjudged emergency procedure. Airspeed not maintained. Directional control not maintained. Throttle/power control not corrected.",1
"3520",1985-02-16,"","Banjarmasin, Indonesia","Dirgantara Air Services","Britten-Norman BN-2A Islander",10,9,0,"Struck a mountain in poor weather conditions.",0.9
"3521",1985-02-19,"9:27","Near Durango, Vizcaya, Spain","Iberia Airlines","Boeing B-727-256",148,148,0,"The aircraft crashed into an antenna on Mt. Oiz. Incorrect interpretation of Ground Proximity Warning System. The captain was heard shouting 'shut up' at the GPWS as it announced 'pull up.'  Overconfidence in altitude alert system. Incorrect interpretation of its warnings.",1
"3522",1985-02-19,"10:15","300 nm NW of San Francisco, California","China Airlines (Taiwan)","Boeing B-747-SP-09",274,0,0,"The aircraft descended in an uncontrolable dive, from 41,000 to 9,500 ft. after the crew shut down an engine.  The captain, preoccupied the malfunctioning engine, didn't properly monitor instruments and over relied on the autopilot and did not use his rudder to keep the plane from rolling . The autopilot disengaged after it could not handle the excessive roll caused by the shut down engine. The captain failed to make the proper flight corrections to recover the aircraft. After a terrifying series of inadvertent aerobatics, the plane leveled off at 9,500 feet and managed to land safely at San Francisco. Forces during the inverted spin were estimated to be from +6G to -4G. The landing gear was forced out through the closed doors, breaking the doors, which flew back and took out part of the rudder and elevator.",0
"3523",1985-02-22,"","Timbuktu, Mali","Air Mali","Antonov AN-24V",51,50,0,"Crashed after taking off. The plane was not able to return to the airport after experiencing an engine failure.",0.980392156862745
"3524",1985-02-25,"","Near Valdez, Alaska","Military - U.S. Air Force","Boeing RC-135T",3,3,0,"Struck a mountain in poor weather.",1
"3525",1985-03-12,"","Fort Hood, Texas","Military - U.S. Air Force","Lockheed C-130E Hercules",6,6,0,"Stalled during a training exercise and crashed.",1
"3526",1985-03-28,"9:50","Near Florencia, Colombia","SATENA","Fokker F-28 Fellowship 3000",46,46,0,"The domestiflight crashed into a mountain while attempting to land at Florencia in rain and fog.",1
"3527",1985-04-11,"","Salta, Argentina","YPF","HS-125-700B",7,7,0,"After an aborted landing attempt the aircraft struck a mountain in poor weather conditions.",1
"3528",1985-04-13,"19:40","Athens, Louisiana","Air Taxi - Eidoarie Inc.","Cessna 320B",4,4,0,"Crashed on a dark night while en route to Shreveport. Reason for occurrence unknown. Possible loss of DC power causing the pilot to lose control of the aircraft during a dark night and turbulent instrument flight.",1
"3529",1985-04-15,"23:30","Near Phuket, Thailand","Thai Airways","Boeing B-737-200",11,11,0,"The aircraft hit high ground during good weather conditions and after transmitting an emergency message that they had lost both engines.",1
"3530",1985-04-16,"11:37","Las Cruces, New Mexico","American Airlines","Boeing B-727-227",89,0,0,"While cruising at FL 350 a loud noise was heard followed by a severe jolt. The No. 3 engine separated from the aircraft. A damaged O ring allowed leakage from the forward lavatory waste drain valve. Four gallons of fluid leaked and froze on the exterior of the plane and then broke away in chunks and smashed into the engine. They plane landed safely.",0
"3531",1985-04-19,"0:00","Tuba City, Arizona","Air Taxi - Monument Valley Air Service","Cessna U206G",6,6,0,"Medical transportation flight during the early morning hours in marginal weather conditions. The flight was not completed and was returning to the departure airport when it descended into desert terrain 10 miles short of its destination. Flight into known adverse weather.",1
"3532",1985-04-20,"","Kulusuk, Greenland","Aeronica","Fokker F-27 Friendship 100",5,2,0,"After a fuel transfer problem the plane crashed while trying to make an emergency landing in snow. Poor weather and failure of the crew to follow proper procedures with the auxiliary fuel system.",0.4
"3533",1985-04-20,"","Santa Rosa, Bolivia","Carga Aereo Transportada","Convair CV-440",4,4,0,"The cargo plane lost an engine on talkeoff nosed down and crashed.",1
"3534",1985-05-03,"12:00","Near L'vov, Ukraine, USSR","Aeroflot / Soviet Air Force","Tupolev TU-134A / Antonov An-26",76,76,0,"Midair collision as the Tupolev-134A prepared to land and the Antonov An-26 just took off.  Violations by the civil approach and military controllers. Misidentification of both aircraft. Seventy-one killed on the TU134 and twenty-three on the Antonov.",1
"3535",1985-05-06,"12:50","Off Tanegashima, Japan","Military - U.S. Marine Corps","CH-53D",17,17,0,"The helicopter crashed into the East China Sea.",1
"3536",1985-05-15,"","Vilanculos, Mozambique","Empresa Nacional de Transp.  Trabalho Aereo","Britten-Norman BN-2 Islander",5,5,0,"Crashed while attempting an emergency landing along a beach.",1
"3537",1985-05-16,"13:45","Golovin, Alaska","Air Taxi","Cessna C-207A",5,2,0,"According to the pilot-in-command, he was attempting to fly through a mountain saddle. As he turned towards the mountain and began his climb the weather deteriorated rapidly with ceilings zero, visibility zero and severe turbulence. The airplane struck the side of a 1,707 foot high mountain at the 1,590 foot level on a magnetiheading of 015 degrees. The pilot-in-command stated that just prior to impact he could not see anything. Continued VFR flight into IMC. Poor judgement. Improper planning.",0.4
"3538",1985-05-21,"20:15","Harrison, Arkansas","Acme Air","Cessna 501 Citation I",2,2,0,"The plane struck a mountain while on approach. Improper IFR procedure. Improper use of navigational instruments. Low ceiling and rain.",1
"3539",1985-05-28,"","Cabimas, Venezuela","Avensa","Convair CV-580",13,2,0,"The aircraft's tail struck a hill 1,500 feet from the end of the runway after which an emergency crash landing was made.",0.153846153846154
"3540",1985-05-31,"23:00","Nashville, Tennessee","General Aviation Inc.","Grumman G-159 Gulfstream I",2,2,0,"The cargo plane crashed after losing the No. 1 engine. Fuel starvation. Pilot had the fuel selector for the No. 1 engine in the off and feathered position.",1
"3541",1985-06-14,"","Athens, Greece","Trans World Airlines","Boeing B-727-231",153,1,0,"The aircraft was hijacked while en route from Athens to Rome over Italian airspace. U.S. Navy diver Robert Stethem was murdered aboard.",0.0065359477124183
"3542",1985-06-23,"","Juara, Brazil","TABA","Embraer 110P Bandeirante",17,17,0,"The plane stalled and crashed into an emergency vehicle while making an emergency landing attempt after an engine caught fire. A faulty fuel injection nozzle caused a blow torch effect damaging the compressor turbine vane ring and causing thermal fatigue and loss of one of the turbine blades.The resulting imbalance ruptured the starting control bypass fuel return line.",1
"3543",1985-06-23,"7:15","AtlantiOcean, 110 miles West of Ireland","Air India","Boeing B-747-237B",329,329,0,"The aircraft broke up in flight and crashed into the ocean. Detonation of an explosive device in the forward cargo hold. Terrorist working in Vancouver, Canada, checked baggage with bombs onto two flights. One bag transferred at Toronto onto flight 182. The other would have been transferred at Tokyo onto another Air India flight, but exploded at the airport killing 2 baggage handlers. The aircraft was named 'Kanishka.'",1
"3544",1985-06-28,"","Charlotte, North Carolina","Air Taxi","Piper PA-42",2,2,0,"The aircraft collided with trees and a pole short of the runway during a night VFR approach to land.  Poor VFR procedures. Overconfildence in personal ability. Poor judgement. Proper altitude not maintained. Exceeded proper descent rate.",1
"3545",1985-07-10,"23:45","Near Uchuduk, Uzbekistan, USSR","Aeroflot","Tupolev TU-154B-2",200,200,0,"The aircraft went into an uncontrolled descent from FL 400 and crashed.",1
"3546",1985-07-19,"3:43","Near Erie, Pennsylvania","Air Ohio - Air Taxi","Aerostar 601",2,2,0,"During a normal IFR cruise flight, the pilot of air Ohio flight 21, did not respond to ATC instructions. Air Ohio flight 21 continued for 40 minutes with no reply and without deviation in altitude or heading until the discrete target disappeared from radar over Lake Erie. The pilot had not slept for approximately 30 hours prior to the loss of communication response.",1
"3547",1985-07-24,"17:00","Leticia, Colombia","Fuerza A’©rea Colombiana","Douglas DC-6B",80,80,0,"Crashed into the Amazon jungle in poor weather, after the crew reported a fire in the No. 3 engine. The last words from the aircraft was 'We're falling.'",1
"3548",1985-08-02,"18:06","Ft. Worth-Dallas, Texas","Delta Air Lines","Lockheed L-1011-1 TriStar",163,134,1,"While on a flight from Fort Lauderdale, FL to Dallas/ Forth Worth, the aircraft crashed while making an landing attempt in thunderstorm activity. The plane touched down 6,000 feet short of the runway and 360 feet to the left of the runway centerline, became airborne again, struck a car killing the driver, crossed the highway and crashed into two water tank reservoirs. Microburst induced windshear. The flightcrew's decision to initiate and continue the approach into a cumulonimbus cloud which they observed to contain lightning. Lack of training for avoiding and escaping from low-altitude windshear.",0.822085889570552
"3549",1985-08-12,"18:56","Mt. Osutaka, near Ueno Village, Japan","Japan Air Lines","Boeing B-747-SR46",524,520,0,"The aircraft suffered an aft pressure bulkhead failure at 23,900 ft. The aircraft had severe control difficulties with loss of all controls and eventually after 40 minutes, collided with a mountain. Improper repair of the  bulkhead while being supervised by Boeing engineers after a tail strike in 1978. Worst single plane disaster in aviation history. Kyu Sakamoto, 43, famous for his Japanese song 'Sukiyaki' was killed in the accident.",0.99236641221374
"3550",1985-08-12,"","Mulia, Indonesia","Merpati Nusantara Airlines","de Havilland Canada DHC-6 Twin Otter 300",19,8,0,"",0.421052631578947
"3551",1985-08-15,"","Aden, Yemen","Alyemda Airlines","Boeing 707-336C",73,3,0,"As the plane reached FL230, water was spilled on the autopilot panel and the crew had to disengage the autopilot because the stabilizer trim wheel started to rotate. Control was lost as the plane pitched up and down. Control was regained at 1,000 ft. and an emergency landing was carried out.",0.0410958904109589
"3552",1985-08-20,"2:05","Gulkana, Alaska","Air Taxi - Jet Alaska","Learjet 24D",3,3,0,"During a night arrival, the flight was on an instrument approach to the Gulkana Airport when radio contact with the aircraft was lost. Search was initiated & the wreckage was found 7.4 mi north of the terminal VORr on the 330 deg radial.  Improper IFR procedure. Minimum descent altitude not maintained.",1
"3553",1985-08-22,"6:13","Manchester, England","British Airtours","Boeing B-737-236",137,55,0,"During takeoff from Manchester, failure of the No. 9 combustor on the port engine resulted in its ejection from the engine and fracturing of the fuel tank access panel and resulting fire. The fire spread into the cabin incapacitating and killing passengers due to toxismoke. Thermal metal fatigue of the combustor. Slow braking, using reverse thrust and turning the aircraft to starboard, sideways to a prevailing wind, all helped to feed the flames. The aircraft was named 'River Orrin.'",0.401459854014599
"3554",1985-08-25,"22:05","Auburn, Maine","Bar Harbor Airlines","Beechcraft 99",8,8,0,"While on approach, ATC noticed the flight was east of course and the crew was given instructions to correct.   The crew then tried, unsuccessfully to intercept the glideslope. The plane struck trees and crashed short and right of the runway centerline. The pilot's continuation of an unstabilized approach which resulted in a descent below glideslope. Improper IFR procedure by pilot. Missed approach not performed. Decision height not identified. Samantha Smith, 13, along with her father were killed. She became famous for writing to Soviet leader Yuri Andropov about her fear of nuclear war. She later visited him in Moscow.",1
"3555",1985-08-27,"","Beale AFB, California","Military - U.S. Air Force","Boeing KC-135A",7,7,0,"Crashed while trying to land with 3 engines.",1
"3556",1985-08-30,"","Kokoda, Papua New Guinea","Douglas Airways","Britten-Norman BN-2A Islander",5,3,0,"",0.6
"3557",1985-09-04,"11:00","Near Kandahar, Afghanistan","Ariana Afghan Airlines","Antonov AN-26",52,52,0,"Shot down by rebels with a ground-to-air missile while flying at FL130.",1
"3558",1985-09-06,"15:21","Milwaukee, Wisconsin","Midwest Express","McDonnell Douglas DC-9-14",31,31,0,"The aircraft stalled and dove into the ground as it  took off.  Failure of right engine after compressor spacer failure precipitated by a fatigue crack. The crew's improper use of flight controls in response to the catastrophifailure of the right engine during a critical phase of flight which led to an accelerated stall and loss of control of the airplane. Contributing to the loss of control was a lack of crew coordination in response to the emergency.",1
"3559",1985-09-22,"","Afghanistan","Military - Soviet Air Force","Antonov AN-12",26,26,0,"Shot down by Afghan rebels.",1
"3560",1985-09-23,"10:20","Grottoes Grove, Virginia","Air Taxi - Henson Airlines","Beechcraft B99",14,14,0,"The aircraft hit a mountain while on approach in level flight at an altitude of 2,400 feet. Navigational error by the crew resulting from their use of the incorrect navigational facility and their failure to adequately monitor the flight instruments. Improper IFR procedure. Lack of proper radio equipment. Playwright, Larry Shue, 39, killed.",1
"3561",1985-09-25,"","Near Kharkov, Ukraine","MAP","Antonov An-12",9,9,0,"The plane crashed en route after a fire in the No. 1 engine which led to the seperation of the outer wing.",1
"3562",1985-09-29,"12:30","Jenkinsburg, Georgia","Air Carriers Express Services Inc","Cessna 208 Caravan I",17,17,0,"Lost power and spiraled into the ground after takeoff. Contaminated fuel. Overloaded.",1
"3563",1985-10-04,"","Tory Canal, New Zealand","Air Albatross","Cessna 402B",9,8,0,"Crashed into power lines.",0.888888888888889
"3564",1985-10-09,"19:00","Vit’_ria da Conquista, Brazil","Nordeste Linhas A’©reas","Embraer 110C Bandeirante",2,2,0,"The pilot of the cargo plane stayed at a low altitude after taking off in IMC conditons and crashed.",1
"3565",1985-10-10,"1:00","Off South Head, Australia","Pel Air","IAI 1124 Westwind",2,2,0,"After attaining 5,000 ft. the cargo plane lost control crashed into Botany Bay after taking off from Sydney.",1
"3566",1985-10-11,"","Near Beni, Bolivia","Sabeni","Curtiss C-46D",2,2,0,"Crashed into mountains while en route.",1
"3567",1985-10-11,"10:09","Near Kutayissi, USSR","Aeroflot","Yakovlev YAK-40",14,14,0,"Crashed into a mountain slope after taking off in bad weather. Instructions to climb normally were delayed because of traffic.",1
"3568",1985-10-11,"21:40","Homer City, Pennsylvania","Mountain Air Cargo","de Havilland Canada DHC-6 Twin Otter 200",1,1,0,"The cargo plane struck high ground while en route. Pilot error. Altitude not maintained. Improper clearance.",1
"3569",1985-10-12,"","Putao, Myanmar","Burma Airways","Fokker F-27 Friendship 600",4,4,0,"The cargo plane overfew the runway and crashed one mile beyond the end.",1
"3570",1985-10-22,"20:45","Near Juneau, Alaska","Jet Alaska","Learjet 24XR",4,4,0,"The air ambulance crashed into a mountain at 3,500 ft. while attempting to land. Crew became lost and disoriented and made a premature descent.",1
"3571",1985-11-01,"9:50","Bethel, Alaska","Air Taxi- Hermans Air Inc.","Cessna 208",4,2,0,"A total loss of power was experienced on takeoff due to the fuel selectors being in the off position. The pilot attempted to restart the engine during which time the aircraft entered a stall and collided with the terrain. Checklist not used. Fuel tank selector in wrong position.",0.5
"3572",1985-11-15,"","Dothan, Alabama","Military - U.S. Air Force","Convair CV-340",4,4,0,"Crashed during a test flight.",1
